run,classname,last,count,delta,lenmean,lensd,lenmax
106,Mongrel::Stats,51,53,2,,,
106,MatchData,8,11,3,1.545455,1.213560,4.000000
107,Float,155485,235403,79918,,,
107,String,56162,56701,539,54.373344,144.318074,13919.000000
107,Array,2615,4929,2314,9.116454,29.534625,540.000000
107,Regexp,966,970,4,,,
107,Hash,790,811,21,7.739827,36.487104,521.000000
107,Proc,453,578,125,,,
107,Time,143,170,27,,,
107,YAML::Syck::Scalar,0,122,122,,,
107,Mongrel::Stats,53,51,-2,,,
107,MatchData,11,22,11,2.454545,2.595367,8.000000
107,Bignum,14,18,4,,,
107,StringIO,12,15,3,1244.133333,3631.309934,13919.000000
108,Float,235403,158018,-77385,,,
108,String,56701,69995,13294,48.479106,131.235829,13919.000000
108,Array,4929,6011,1082,10.378140,34.685512,540.000000
108,Regexp,970,1454,484,,,
108,Hash,811,1025,214,8.964878,39.214314,521.000000
108,Class,1010,1014,4,,,
108,Proc,578,599,21,,,
108,Module,406,415,9,,,
108,MatchData,22,368,346,1.980978,1.170559,5.000000
108,NewRelic::TransactionSample::Segment,254,262,8,,,
108,Time,170,194,24,,,
108,Range,163,184,21,,,
108,YAML::Syck::Scalar,122,60,-62,,,
108,Mongrel::Stats,51,54,3,,,
108,ActiveSupport::Callbacks::CallbackChain,17,46,29,0.934783,1.062537,6.000000
108,NewRelic::MetricSpec,35,39,4,,,
108,NewRelic::TransactionSample,32,33,1,,,
108,Set,19,24,5,68.000000,147.530395,521.000000
108,ActiveSupport::Callbacks::Callback,5,24,19,,,
108,File,11,20,9,,,
108,HashWithIndifferentAccess,10,17,7,1.647059,1.366619,3.000000
108,Bignum,18,16,-2,,,
108,Mutex,14,15,1,,,
108,ActiveRecord::ConnectionAdapters::MysqlColumn,0,12,12,,,
108,NewRelic::NoticedError,10,11,1,,,
109,Float,158018,97101,-60917,,,
109,String,69995,57174,-12821,55.726851,143.326004,13919.000000
109,Array,6011,2628,-3383,16.263318,39.335128,540.000000
109,Regexp,1454,966,-488,,,
109,Hash,1025,827,-198,7.296252,35.642264,521.000000
109,Proc,599,453,-146,,,
109,Module,415,413,-2,,,
109,NewRelic::TransactionSample::Segment,262,270,8,,,
109,Range,184,163,-21,,,
109,Time,194,116,-78,,,
109,NewRelic::MetricSpec,39,35,-4,,,
109,NewRelic::TransactionSample,33,34,1,,,
109,Mongrel::Stats,54,26,-28,,,
109,Set,24,25,1,55.160000,141.434520,521.000000
109,ActiveSupport::Callbacks::CallbackChain,46,17,-29,0.294118,0.685994,2.000000
109,Bignum,16,14,-2,,,
109,Mutex,15,14,-1,,,
109,NewRelic::NoticedError,11,12,1,,,
109,File,20,11,-9,,,
110,Float,97101,235881,138780,,,
110,String,57174,57849,675,55.525835,142.784575,13919.000000
110,Array,2628,3780,1152,11.853704,33.589422,540.000000
110,Regexp,966,969,3,,,
110,Hash,827,844,17,7.509479,35.956922,521.000000
110,Proc,453,517,64,,,
110,Range,163,164,1,,,
110,Time,116,152,36,,,
110,YAML::Syck::Scalar,0,62,62,,,
110,Mongrel::Stats,26,47,21,,,
110,MatchData,8,20,12,1.450000,1.099043,4.000000
110,Bignum,14,16,2,,,
110,StringIO,9,12,3,1557.250000,4031.054298,13919.000000
110,File,11,12,1,,,
111,Float,235881,112994,-122887,,,
111,String,57849,58363,514,56.047085,142.153837,13919.000000
111,Array,3780,2952,-828,15.178184,37.678455,540.000000
111,Regexp,969,968,-1,,,
111,Hash,844,869,25,7.028769,34.607747,521.000000
111,Proc,517,465,-52,,,
111,NewRelic::TransactionSample::Segment,270,278,8,,,
111,Range,164,163,-1,,,
111,Time,152,151,-1,,,
111,Mongrel::Stats,47,53,6,,,
111,NewRelic::TransactionSample,34,35,1,,,
111,MatchData,20,28,8,1.321429,0.669636,4.000000
111,ActiveSupport::Callbacks::CallbackChain,17,18,1,0.277778,0.669113,2.000000
111,HashWithIndifferentAccess,10,15,5,1.600000,1.404076,3.000000
111,Mutex,14,15,1,,,
111,Bignum,16,14,-2,,,
111,YAML::Syck::Scalar,62,14,-48,,,
111,NewRelic::NoticedError,12,13,1,,,
111,File,12,11,-1,,,
112,Float,112994,267902,154908,,,
112,String,58363,59178,815,55.910947,141.478602,13919.000000
112,Array,2952,4281,1329,11.060266,32.022832,540.000000
112,Regexp,968,973,5,,,
112,Hash,869,886,17,7.295711,35.142495,521.000000
112,Proc,465,529,64,,,
112,Time,151,193,42,,,
112,Range,163,164,1,,,
112,Mongrel::Stats,53,80,27,,,
112,YAML::Syck::Scalar,14,76,62,,,
112,MatchData,28,40,12,1.375000,0.837808,4.000000
112,Bignum,14,16,2,,,
112,StringIO,12,15,3,1324.200000,3607.930832,13919.000000
112,NoMethodError,8,13,5,,,
112,File,11,12,1,,,
113,Float,267902,148889,-119013,,,
113,String,59178,59159,-19,56.464494,141.321520,13919.000000
113,Array,4281,2994,-1287,15.295257,37.595411,540.000000
113,Class,1014,1018,4,,,
113,Regexp,973,968,-5,,,
113,Hash,886,901,15,6.822420,33.965368,521.000000
113,Proc,529,465,-64,,,
113,Module,413,420,7,,,
113,NewRelic::TransactionSample::Segment,278,286,8,,,
113,Range,164,163,-1,,,
113,Time,193,151,-42,,,
113,Mongrel::Stats,80,54,-26,,,
113,NewRelic::TransactionSample,35,36,1,,,
113,MatchData,40,31,-9,1.387097,0.803219,4.000000
113,Set,25,31,6,44.903226,128.290648,521.000000
113,ActiveRecord::ConnectionAdapters::MysqlColumn,12,24,12,,,
113,Bignum,16,14,-2,,,
113,NewRelic::NoticedError,13,14,1,,,
113,YAML::Syck::Scalar,76,14,-62,,,
113,StringIO,15,12,-3,1641.166667,4002.063691,13919.000000
113,File,12,11,-1,,,
114,Float,148889,261998,113109,,,
114,String,59159,59783,624,56.248850,140.853164,13919.000000
114,Array,2994,4315,1321,11.169177,32.055116,540.000000
114,Regexp,968,971,3,,,
114,Hash,901,918,17,7.124183,34.578563,521.000000
114,Proc,465,529,64,,,
114,Time,151,193,42,,,
114,Range,163,164,1,,,
114,Mongrel::Stats,54,79,25,,,
114,YAML::Syck::Scalar,14,76,62,,,
114,MatchData,31,37,6,1.324324,0.747368,4.000000
114,Bignum,14,16,2,,,
114,StringIO,12,15,3,1323.400000,3608.092329,13919.000000
114,NoMethodError,8,12,4,,,
114,File,11,12,1,,,
115,Float,261998,159571,-102427,,,
115,String,59783,72473,12690,50.197701,129.418890,13919.000000
115,Array,4315,6123,1808,10.767434,34.753481,540.000000
115,Regexp,971,1451,480,,,
115,Hash,918,1105,187,8.511312,37.930191,521.000000
115,Proc,529,601,72,,,
115,Module,420,422,2,,,
115,MatchData,37,362,325,1.997238,1.173339,5.000000
115,NewRelic::TransactionSample::Segment,286,294,8,,,
115,Time,193,226,33,,,
115,Range,164,184,20,,,
115,Mongrel::Stats,79,81,2,,,
115,YAML::Syck::Scalar,76,62,-14,,,
115,ActiveSupport::Callbacks::CallbackChain,18,47,29,0.914894,1.059733,6.000000
115,NewRelic::MetricSpec,35,39,4,,,
115,NewRelic::TransactionSample,36,37,1,,,
115,Set,31,30,-1,54.833333,134.097258,521.000000
115,ActiveSupport::Callbacks::Callback,5,24,19,,,
115,File,12,20,8,,,
115,HashWithIndifferentAccess,15,17,2,1.647059,1.366619,3.000000
115,NewRelic::NoticedError,14,15,1,,,
116,Float,159571,84649,-74922,,,
116,String,72473,59188,-13285,57.100578,141.204062,13919.000000
116,Array,6123,2689,-3434,16.894385,39.362772,540.000000
116,Class,1018,1016,-2,,,
116,Regexp,1451,966,-485,,,
116,Hash,1105,889,-216,7.187852,34.963263,521.000000
116,Proc,601,453,-148,,,
116,Module,422,413,-9,,,
116,Range,184,163,-21,,,
116,Time,226,125,-101,,,
116,NewRelic::MetricSpec,39,35,-4,,,
116,Mongrel::Stats,81,33,-48,,,
116,Set,30,28,-2,49.678571,134.323560,521.000000
116,ActiveRecord::ConnectionAdapters::MysqlColumn,24,18,-6,,,
116,ActiveSupport::Callbacks::CallbackChain,47,17,-30,0.294118,0.685994,2.000000
116,Bignum,16,14,-2,,,
116,Mutex,15,14,-1,,,
116,File,20,11,-9,,,
117,Float,84649,229197,144548,,,
117,String,59188,73436,14248,50.650607,128.712290,13919.000000
117,Array,2689,6204,3515,10.809800,34.644398,540.000000
117,Regexp,966,1464,498,,,
117,Hash,889,1134,245,8.316578,37.449152,521.000000
117,Class,1016,1019,3,,,
117,Proc,453,601,148,,,
117,Module,413,422,9,,,
117,MatchData,9,365,356,1.997260,1.175526,5.000000
117,NewRelic::TransactionSample::Segment,294,302,8,,,
117,Time,125,193,68,,,
117,Range,163,184,21,,,
117,YAML::Syck::Scalar,0,62,62,,,
117,Mongrel::Stats,33,47,14,,,
117,ActiveSupport::Callbacks::CallbackChain,17,47,30,0.914894,1.059733,6.000000
117,NewRelic::MetricSpec,35,39,4,,,
117,NewRelic::TransactionSample,37,38,1,,,
117,Set,28,33,5,50.212121,128.523285,521.000000
117,ActiveRecord::ConnectionAdapters::MysqlColumn,18,30,12,,,
117,ActiveSupport::Callbacks::Callback,5,24,19,,,
117,File,11,20,9,,,
117,HashWithIndifferentAccess,10,17,7,1.647059,1.366619,3.000000
117,Bignum,14,16,2,,,
117,NewRelic::NoticedError,15,16,1,,,
117,Mutex,14,15,1,,,
118,Float,229197,156978,-72219,,,
118,String,73436,60382,-13054,57.363386,140.268348,13919.000000
118,Array,6204,4084,-2120,11.942458,33.013863,540.000000
118,Class,1019,1015,-4,,,
118,Regexp,1464,970,-494,,,
118,Hash,1134,927,-207,7.070119,34.418063,521.000000
118,Proc,601,519,-82,,,
118,Module,422,413,-9,,,
118,Range,184,164,-20,,,
118,Mongrel::Stats,47,84,37,,,
118,NewRelic::MetricSpec,39,35,-4,,,
118,Set,33,28,-5,49.357143,134.432749,521.000000
118,ActiveRecord::ConnectionAdapters::MysqlColumn,30,18,-12,,,
118,ActiveSupport::Callbacks::CallbackChain,47,17,-30,0.294118,0.685994,2.000000
118,MatchData,365,16,-349,1.375000,1.024695,4.000000
118,HashWithIndifferentAccess,17,15,-2,1.600000,1.404076,3.000000
118,File,20,12,-8,,,
119,Float,156978,96572,-60406,,,
119,String,60382,61519,1137,59.951153,260.563198,27529.000000
119,Array,4084,2886,-1198,16.781358,38.600864,540.000000
119,Class,1015,1019,4,,,
119,Regexp,970,967,-3,,,
119,Hash,927,949,22,6.625922,33.311188,521.000000
119,Proc,519,465,-54,,,
119,Module,413,420,7,,,
119,NewRelic::TransactionSample::Segment,302,314,12,,,
119,Range,164,163,-1,,,
119,Time,193,128,-65,,,
119,NewRelic::MetricSpec,35,40,5,,,
119,NewRelic::ScopedMethodTraceStats,35,40,5,,,
119,NewRelic::TransactionSample,38,39,1,,,
119,Set,28,31,3,44.903226,128.290648,521.000000
119,MatchData,16,28,12,1.321429,0.669636,4.000000
119,Mongrel::Stats,84,27,-57,,,
119,ActiveRecord::ConnectionAdapters::MysqlColumn,18,24,6,,,
119,ActiveSupport::Callbacks::CallbackChain,17,18,1,0.277778,0.669113,2.000000
119,NewRelic::NoticedError,16,17,1,,,
119,Bignum,16,14,-2,,,
119,YAML::Syck::Scalar,62,14,-48,,,
119,StringIO,15,12,-3,3882.250000,8448.137569,27529.000000
119,File,12,11,-1,,,
120,Float,96572,247987,151415,,,
120,String,61519,62869,1350,59.187708,257.950558,27529.000000
120,Array,2886,4324,1438,11.785153,32.448758,540.000000
120,Regexp,967,971,4,,,
120,Hash,949,966,17,6.842650,33.749735,521.000000
120,Proc,465,529,64,,,
120,Range,163,164,1,,,
120,Time,128,164,36,,,
120,MatchData,28,101,73,1.148515,0.554728,4.000000
120,YAML::Syck::Scalar,14,76,62,,,
120,IO,3,67,64,,,
120,Process::Status,2,66,64,,,
120,Mongrel::Stats,27,47,20,,,
120,Bignum,14,16,2,,,
120,StringIO,12,15,3,3116.266667,7654.604464,27529.000000
120,File,11,12,1,,,
120,NoMethodError,9,11,2,,,
121,Float,247987,144595,-103392,,,
121,String,62869,61636,-1233,58.662259,138.871422,13919.000000
121,Array,4324,2965,-1359,16.549410,38.325141,540.000000
121,Class,1019,1016,-3,,,
121,Hash,966,976,10,6.516393,32.715961,521.000000
121,Regexp,971,966,-5,,,
121,Proc,529,455,-74,,,
121,NewRelic::TransactionSample::Segment,314,320,6,,,
121,Range,164,163,-1,,,
121,Time,164,150,-14,,,
121,NewRelic::MethodTraceStats,60,63,3,,,
121,Mongrel::Stats,47,54,7,,,
121,NewRelic::MetricSpec,40,43,3,,,
121,NewRelic::ScopedMethodTraceStats,40,43,3,,,
121,NewRelic::TransactionSample,39,40,1,,,
121,ActionView::ReloadableTemplate,31,34,3,,,
121,Set,31,26,-5,53.192308,138.942008,521.000000
121,NewRelic::NoticedError,17,18,1,,,
121,ActiveSupport::Callbacks::CallbackChain,18,17,-1,0.294118,0.685994,2.000000
121,YAML::Syck::Scalar,76,14,-62,,,
121,Bignum,16,14,-2,,,
121,ActiveRecord::ConnectionAdapters::MysqlColumn,24,12,-12,,,
121,StringIO,15,12,-3,1641.416667,4001.995422,13919.000000
121,File,12,11,-1,,,
121,MatchData,101,11,-90,1.545455,1.213560,4.000000
122,Float,144595,148404,3809,,,
122,String,61636,65550,3914,57.066209,135.684674,13919.000000
122,Array,2965,3494,529,15.379222,37.799820,540.000000
122,Regexp,966,1937,971,,,
122,Hash,976,1087,111,6.232751,31.405917,521.000000
122,Class,1016,1018,2,,,
122,Proc,455,473,18,,,
122,Module,420,427,7,,,
122,NewRelic::TransactionSample::Segment,320,328,8,,,
122,Time,150,175,25,,,
122,MatchData,11,70,59,1.742857,1.150749,4.000000
122,NewRelic::MethodTraceStats,63,67,4,,,
122,Mongrel::Stats,54,47,-7,,,
122,NewRelic::MetricSpec,43,46,3,,,
122,NewRelic::ScopedMethodTraceStats,43,46,3,,,
122,NewRelic::TransactionSample,40,41,1,,,
122,ActionView::ReloadableTemplate,34,38,4,,,
122,YAML::Syck::Scalar,14,28,14,,,
122,Set,26,25,-1,55.640000,141.254168,521.000000
122,HashWithIndifferentAccess,15,20,5,1.350000,1.182103,3.000000
122,ActiveSupport::Callbacks::CallbackChain,17,18,1,0.277778,0.669113,2.000000
122,Mutex,15,16,1,,,
122,File,11,14,3,,,
123,Float,148404,194251,45847,,,
123,String,65550,70442,4892,54.483036,131.323553,13919.000000
123,Array,3494,5106,1612,12.199569,35.370516,540.000000
123,Hash,1087,1393,306,6.249103,31.952288,521.000000
123,Regexp,1937,1223,-714,,,
123,Class,1018,1016,-2,,,
123,Proc,473,527,54,,,
123,NewRelic::TransactionSample::Segment,328,332,4,,,
123,MatchData,70,190,120,2.084211,1.133083,5.000000
123,Time,175,179,4,,,
123,Range,163,176,13,,,
123,NewRelic::MethodTraceStats,67,68,1,,,
123,YAML::Syck::Scalar,28,60,32,,,
123,Mongrel::Stats,47,55,8,,,
123,NewRelic::TransactionSample,41,43,2,,,
123,Set,25,27,2,59.444444,140.243835,521.000000
123,HashWithIndifferentAccess,20,21,1,1.000000,1.224745,3.000000
123,NewRelic::NoticedError,18,19,1,,,
123,ActiveSupport::Callbacks::CallbackChain,18,19,1,0.263158,0.653376,2.000000
123,File,14,17,3,,,
123,Bignum,14,16,2,,,
123,StringIO,12,15,3,1368.533333,3594.492431,13919.000000
124,Float,194251,121830,-72421,,,
124,String,70442,62378,-8064,59.394209,138.061208,13919.000000
124,Array,5106,2813,-2293,17.722005,39.301171,540.000000
124,Class,1016,1013,-3,,,
124,Regexp,1223,966,-257,,,
124,Hash,1393,932,-461,6.702790,33.631232,521.000000
124,Proc,527,453,-74,,,
124,Module,427,419,-8,,,
124,NewRelic::TransactionSample::Segment,332,334,2,,,
124,Range,176,163,-13,,,
124,Time,179,127,-52,,,
124,NewRelic::MethodTraceStats,68,71,3,,,
124,NewRelic::ScopedMethodTraceStats,46,49,3,,,
124,NewRelic::MetricSpec,46,49,3,,,
124,NewRelic::TransactionSample,43,42,-1,,,
124,Mongrel::Stats,55,26,-29,,,
124,Set,27,21,-6,65.476190,152.662575,521.000000
124,ActiveSupport::Callbacks::CallbackChain,19,17,-2,0.294118,0.685994,2.000000
124,YAML::Syck::Scalar,60,14,-46,,,
124,Mutex,16,14,-2,,,
124,Bignum,16,14,-2,,,
124,File,17,11,-6,,,
125,Float,121830,179235,57405,,,
125,String,62378,70188,7810,54.905283,131.382779,13919.000000
125,Array,2813,5020,2207,12.419323,35.633857,540.000000
125,Hash,932,1339,407,6.228529,32.182635,521.000000
125,Regexp,966,1221,255,,,
125,Proc,453,525,72,,,
125,Module,419,420,1,,,
125,NewRelic::TransactionSample::Segment,334,338,4,,,
125,MatchData,8,188,180,2.095745,1.133535,5.000000
125,Range,163,176,13,,,
125,Time,127,150,23,,,
125,YAML::Syck::Scalar,14,74,60,,,
125,NewRelic::TransactionSample,42,44,2,,,
125,Mongrel::Stats,26,27,1,,,
125,Set,21,24,3,66.666667,147.457486,521.000000
125,NewRelic::NoticedError,19,20,1,,,
125,ActiveSupport::Callbacks::CallbackChain,17,19,2,0.263158,0.653376,2.000000
125,File,11,17,6,,,
125,Bignum,14,16,2,,,
125,HashWithIndifferentAccess,10,16,6,0.937500,1.289380,3.000000
125,Mutex,14,15,1,,,
125,StringIO,9,12,3,1628.000000,4005.938160,13919.000000
126,Float,179235,181372,2137,,,
126,String,70188,74260,4072,53.148478,128.497254,13919.000000
126,Array,5020,5741,721,11.995297,35.690117,540.000000
126,Hash,1339,1172,-167,8.093857,36.913332,521.000000
126,Regexp,1221,1091,-130,,,
126,Class,1013,1014,1,,,
126,Proc,525,598,73,,,
126,Module,420,421,1,,,
126,NewRelic::TransactionSample::Segment,338,343,5,,,
126,MatchData,188,318,130,2.003145,1.073038,4.000000
126,Time,150,221,71,,,
126,Range,176,182,6,,,
126,NewRelic::MethodTraceStats,71,74,3,,,
126,YAML::Syck::Scalar,74,70,-4,,,
126,ActiveSupport::Callbacks::CallbackChain,19,52,33,0.750000,1.281467,6.000000
126,Mongrel::Stats,27,52,25,,,
126,NewRelic::MetricSpec,49,52,3,,,
126,NewRelic::ScopedMethodTraceStats,49,51,2,,,
126,HashWithIndifferentAccess,16,28,12,2.107143,1.663091,5.000000
126,Set,24,28,4,67.285714,140.709803,521.000000
126,Bignum,16,26,10,,,
126,File,17,19,2,,,
126,ActiveSupport::Callbacks::Callback,5,17,12,,,
126,Mutex,15,16,1,,,
126,StringIO,12,15,3,1352.000000,3598.989084,13919.000000
126,ActiveRecord::DynamicFinderMatch,1,13,12,,,
126,ActiveRecord::DynamicScopeMatch,1,12,11,,,
126,NewRelic::ApdexStats,10,11,1,,,
127,Float,181372,123757,-57615,,,
127,String,74260,64148,-10112,60.062231,136.908657,13919.000000
127,Array,5741,2951,-2790,17.640461,38.814594,540.000000
127,Class,1014,1017,3,,,
127,Hash,1172,996,-176,6.438755,32.607630,521.000000
127,Regexp,1091,968,-123,,,
127,Proc,598,463,-135,,,
127,Module,421,426,5,,,
127,NewRelic::TransactionSample::Segment,343,349,6,,,
127,Range,182,163,-19,,,
127,Time,221,131,-90,,,
127,NewRelic::MetricSpec,52,51,-1,,,
127,Mongrel::Stats,52,26,-26,,,
127,Set,28,26,-2,53.307692,138.898458,521.000000
127,MatchData,318,20,-298,1.350000,0.745160,4.000000
127,ActiveSupport::Callbacks::CallbackChain,52,18,-34,0.277778,0.669113,2.000000
127,HashWithIndifferentAccess,28,15,-13,1.400000,1.242118,3.000000
127,Mutex,16,15,-1,,,
127,Bignum,26,14,-12,,,
127,ActiveRecord::ConnectionAdapters::MysqlColumn,7,14,7,,,
127,StringIO,15,12,-3,1715.583333,3987.059556,13919.000000
127,File,19,11,-8,,,
128,Float,123757,154960,31203,,,
128,String,64148,70881,6733,56.118932,131.072881,13919.000000
128,Array,2951,3837,886,16.062549,40.101933,540.000000
128,Regexp,968,1208,240,,,
128,Hash,996,1072,76,7.579291,35.884518,521.000000
128,Class,1017,1014,-3,,,
128,Proc,463,479,16,,,
128,Module,426,420,-6,,,
128,NewRelic::TransactionSample::Segment,349,353,4,,,
128,Range,163,173,10,,,
128,MatchData,20,148,128,2.195946,1.146772,5.000000
128,Time,131,148,17,,,
128,NewRelic::TransactionSample,44,46,2,,,
128,Mongrel::Stats,26,34,8,,,
128,Set,26,28,2,57.285714,138.094669,521.000000
128,HashWithIndifferentAccess,15,21,6,1.000000,1.224745,3.000000
128,NewRelic::NoticedError,20,21,1,,,
128,File,11,17,6,,,
128,Bignum,14,16,2,,,
128,Mutex,15,16,1,,,
128,YAML::Syck::Scalar,0,14,14,,,
129,Float,154960,158018,3058,,,
129,String,70881,85492,14611,48.115578,145.944194,13919.000000
129,MatchData,148,3894,3746,1.014124,0.184294,4.000000
129,Array,3837,3864,27,15.898292,43.118128,570.000000
129,Hash,1072,1240,168,6.047581,30.532564,521.000000
129,Class,1014,1018,4,,,
129,Regexp,1208,978,-230,,,
129,Proc,479,487,8,,,
129,Module,420,426,6,,,
129,NewRelic::TransactionSample::Segment,353,359,6,,,
129,Time,148,177,29,,,
129,Range,173,164,-9,,,
129,NewRelic::MetricSpec,51,52,1,,,
129,Mongrel::Stats,34,48,14,,,
129,Set,28,33,5,50.090909,128.054276,521.000000
129,Bignum,16,26,10,,,
129,ActiveRecord::ConnectionAdapters::MysqlColumn,14,21,7,,,
129,NewRelic::NoticedError,21,20,-1,,,
129,HashWithIndifferentAccess,21,19,-2,1.105263,1.242521,3.000000
129,ActiveSupport::Callbacks::CallbackChain,18,19,1,0.263158,0.653376,2.000000
129,StringIO,12,15,3,1939.733333,4101.056022,13919.000000
129,NoMethodError,4,13,9,,,
129,File,17,11,-6,,,
130,Float,158018,176897,18879,,,
130,String,85492,82477,-3015,52.067825,141.609746,13919.000000
130,Array,3864,6462,2598,12.056329,35.501034,540.000000
130,Hash,1240,1412,172,7.399433,34.250347,521.000000
130,Regexp,978,1131,153,,,
130,Class,1018,1023,5,,,
130,MatchData,3894,1006,-2888,1.386680,0.844403,4.000000
130,Proc,487,657,170,,,
130,Module,426,435,9,,,
130,NewRelic::TransactionSample::Segment,359,368,9,,,
130,Time,177,266,89,,,
130,Range,164,188,24,,,
130,Mongrel::Stats,48,81,33,,,
130,YAML::Syck::Scalar,14,60,46,,,
130,NewRelic::MetricSpec,52,57,5,,,
130,NewRelic::ScopedMethodTraceStats,51,52,1,,,
130,ActiveSupport::Callbacks::CallbackChain,19,52,33,0.980769,1.019234,6.000000
130,ActiveRecord::ConnectionAdapters::MysqlColumn,21,40,19,,,
130,Set,33,40,7,43.250000,117.472910,521.000000
130,Bignum,26,34,8,,,
130,ActiveSupport::Callbacks::Callback,5,28,23,,,
130,HashWithIndifferentAccess,19,22,3,1.545455,1.299350,3.000000
130,File,11,21,10,,,
130,NoMethodError,13,15,2,,,
130,ActiveRecord::DynamicFinderMatch,4,11,7,,,
130,ActionController::Filters::FilterChain,6,11,5,2.000000,0.894427,3.000000
131,Float,176897,163647,-13250,,,
131,String,82477,66507,-15970,61.739471,134.307712,13919.000000
131,Array,6462,2963,-3499,18.698954,39.390055,540.000000
131,Hash,1412,1032,-380,6.215116,32.022819,521.000000
131,Class,1023,1018,-5,,,
131,Regexp,1131,967,-164,,,
131,Proc,657,458,-199,,,
131,Module,435,420,-15,,,
131,NewRelic::TransactionSample::Segment,368,381,13,,,
131,Range,188,163,-25,,,
131,Time,266,130,-136,,,
131,NewRelic::MethodTraceStats,74,80,6,,,
131,NewRelic::ScopedMethodTraceStats,52,60,8,,,
131,NewRelic::MetricSpec,57,60,3,,,
131,NewRelic::TransactionSample,46,47,1,,,
131,Set,40,31,-9,44.967742,128.273532,521.000000
131,ActiveRecord::ConnectionAdapters::MysqlColumn,40,28,-12,,,
131,Mongrel::Stats,81,26,-55,,,
131,ActiveSupport::Callbacks::CallbackChain,52,17,-35,0.294118,0.685994,2.000000
131,YAML::Syck::Scalar,60,14,-46,,,
131,Bignum,34,14,-20,,,
131,Mutex,16,14,-2,,,
131,NewRelic::ApdexStats,11,12,1,,,
131,MatchData,1006,11,-995,1.545455,1.213560,4.000000
131,File,21,11,-10,,,
132,String,66507,45409,-21098,46.304741,131.391456,13919.000000
132,Float,163647,38508,-125139,,,
132,Array,2963,2108,-855,13.632827,40.728813,540.000000
132,Class,1018,979,-39,,,
132,Regexp,967,918,-49,,,
132,Hash,1032,561,-471,9.463458,42.817710,521.000000
132,Module,420,398,-22,,,
132,Proc,458,382,-76,,,
132,Range,163,158,-5,,,
132,NewRelic::TransactionSample::Segment,381,136,-245,,,
